Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
ftsL,-4.11161988,-4.045552213,-4.14461952,-4.344871064,-4.275730728,-4.288517333
cheY,-4.876150392,-4.737945696,-4.826974387,-5.006798915,-4.699250085,-4.66619103
aceF,-3.411620292,-3.386915432,-3.428966573,-3.411180607,-3.454475813,-3.428176844
ccmH,-3.291834195,-3.267723616,-3.325257027,-3.203269127,-3.309089498,-3.29416201
atpC,-3.839120835,-3.609034685,-3.798390473,-3.880193612,-4.01987796,-4.050883002
ascF,-3.329993558,-3.251062217,-3.184202653,-3.207742888,-3.257368541,-3.296889863
malF,-3.628907982,-3.647111281,-3.639112518,-3.527341015,-3.643875147,-3.646866862
yeiJ,-4.120754221,-4.048518436,-4.116203379,-4.006514961,-4.085951915,-4.138914673
yadC,-5.550007731,0,-5.44215201,-5.398547662,-5.368791865,-5.552690003
motA,-3.837846745,-3.93012064,-3.811569312,-3.922292598,-3.758096197,-3.71342022
cyoE,-3.151619594,-3.13715305,-3.100657061,-3.143654483,-3.361931459,-3.3908697
napC,-3.809812781,-3.828978607,-3.853256832,-3.762676888,-3.866395616,-3.84179106
atpI,-3.855474939,-3.595239354,-3.879181834,-3.968661122,-3.910678083,-3.943317421
nupG,-3.046854626,-2.74617347,-2.913778686,-2.982829988,-3.283172233,-3.288668493
proP,-3.729981362,-3.709102427,-3.725996808,-3.582376811,-3.568962263,-3.548962127
dsdX,-3.970144297,-3.906415983,-3.965707847,-3.890787223,-3.911516158,-3.912658753
mbhA,-4.65477644,-4.707155594,-4.686218484,-4.690569422,-4.377163345,-4.385838902
b1981,-3.940632676,-3.904926934,-3.891882603,-4.002170512,-3.853039298,-3.887926647
fldA,-3.893605877,-3.876739287,-3.877259627,-3.859292661,-4.077095595,-4.092049695
glpC,-3.421418951,-3.31844358,-3.383993972,-3.319867871,-3.40018503,-3.361686924
tpiA,-3.720450921,-3.751184058,-3.560481875,-3.790387871,-3.697535131,-3.713971982
mtr,-3.533946914,-3.391224501,-3.358106946,-3.389264225,-3.391699417,-3.430654412
fecE,-4.035238304,-4.061647095,-3.983332555,-3.934526341,-3.942940009,-4.013051954
b2832,-4.090584127,-4.055984004,-4.035962669,-3.972881594,-4.009496583,-4.050550819
tig,-3.650443876,-3.639774104,-3.579139455,-3.578992596,-3.76125463,-3.757904854
ilvE,-3.493791131,-3.455515368,-3.535285942,-4.011210394,-3.703535664,-3.674944609
fabD,-3.715012108,-3.674332202,-3.783846199,-4.182464881,-3.735803764,-3.717159639
phoH,-3.53219155,-3.534047038,-3.549235371,-3.521628685,-3.571517736,-3.581813478
kbl,-3.73433477,-3.769612026,-3.731399851,-3.800742179,-3.70520412,-3.690331984
pinO,-3.85101206,-3.758256159,-3.815175383,-3.83592375,-3.898983714,-3.905092215
map,-3.635760718,-3.630750303,-3.634053625,-3.651990416,-3.633878105,-3.655547266
hhoA,-3.241992351,-3.15017518,-3.277164006,-3.290045032,-3.183879821,-3.199783014
glnD,-4.145530208,-4.372698744,-4.159408166,-4.496652066,-3.780568752,-3.853573418
glnG,-4.257009009,-4.33391627,-4.166882015,-4.293808053,-3.993950401,-4.000287513
b1395,-4.331365421,-4.25394824,-4.162170943,-4.447675484,-4.312162718,-4.306447365
ydiD,-3.912174349,-3.990412644,-3.927547263,-4.230078637,-3.693966977,-3.790784014
aslA,-3.337780713,-3.33773194,-3.334969473,-3.381674695,-3.29410647,-3.299667951
gyrB,-3.935501148,-3.997606742,-3.924584214,-4.025588379,-3.837107307,-3.846500073
queA,-3.213806423,-3.152783512,-3.186486758,-3.240627347,-3.258447205,-3.211684915
rpsM,-3.399507672,-3.338994744,-3.464810558,-3.845832596,-3.409674284,-3.407073848
asnB,-3.889481529,-3.821147043,-3.923210648,-4.223320841,-3.804283063,-3.808494281
argB,-3.554470955,-3.409364165,-3.544192762,-3.588362099,-3.510458414,-3.59535916
accD,-2.948565761,-2.920162964,-2.818499677,-3.057842243,-3.174987698,-3.227597404
rfbC,-3.79211473,-3.769056204,-3.804418965,-3.777843425,-3.852063735,-3.867347076
aceK,-3.208144065,-2.657917625,-3.168521867,-3.460823779,-2.913845376,-2.914605104
rep,-3.21879931,-3.322447809,-2.994885226,-3.133188696,-3.136175645,-3.12355323
b0546,-3.480815903,-3.4962909,-3.523301609,-3.443276939,-3.48204488,-3.51803506
rpsN,-3.913402242,-4.028763495,-3.950091312,-4.402820489,-4.300630757,-4.306331141
dadA,-4.221057775,-4.503039187,-4.186386715,-4.655861319,-4.10221992,-4.119595158
cadA,-4.639465734,-4.940514974,-4.592800296,-4.630365597,-4.25746024,-4.493259886
sbm,-3.918107952,-3.876029504,-3.92046042,-3.914769042,-3.717199606,-3.731594308
mrp,-3.561683627,-3.522699804,-3.563950306,-3.552296187,-3.498732121,-3.490223655
phnJ,-3.865833412,-3.916030366,-3.928515979,-4.000879804,-3.777646101,-3.822621264
uvrA,-4.452198421,-4.66352071,-4.430719639,-4.706171426,-4.122578616,-4.198603047
infA,-4.062250701,-4.29486341,-4.296892491,-4.548611516,-4.268562007,-4.320618958
rplV,-4.160657302,-4.229103167,-4.381224531,-4.465596561,-4.617573814,-4.606339033
cysB,-4.058583912,-4.140876458,-3.987453752,-4.168574614,-3.930810273,-3.980429219
mutT,-4.251957179,-4.386861601,-4.465553843,-4.622511191,-4.215058219,-4.243721597
cdh,-3.546856352,-3.641232202,-3.581392976,-3.52186619,-3.499331561,-3.529090582
b2383,-4.366181969,-4.576677944,-4.355981182,-4.461734446,-4.195545004,-4.198756118
ppa,-3.445400371,-3.530293337,-3.411836555,-3.608908876,-3.552753811,-3.511611169
mrr,-3.689758397,-3.616179772,-3.702189021,-3.612587804,-3.657057621,-3.651299837
b1031,-4.416583893,-4.295298164,-4.571106329,-4.4775573,-4.329461647,-4.286175605
tufA,-2.563807787,-2.66924621,-2.764642697,-2.81846514,-2.814336283,-2.788642712
b1800,-4.028050178,-4.074676159,-4.06896028,-4.047306663,-3.946413609,-3.915694084
tyrA,-4.193995442,-4.254767034,-4.300155862,-4.58473359,-4.087913668,-4.109545926
purM,-3.087879257,-2.798583359,-3.138418244,-3.172112645,-2.97132155,-2.934459717
ushA,-3.772257981,-3.932845693,-3.765164768,-3.947204692,-3.648448973,-3.662485363
kduD,-3.723724889,-3.760759907,-3.723295892,-3.783790901,-3.51569907,-3.375464796
purK,-3.896322094,-3.936258808,-3.898227833,-3.952749343,-3.835942968,-3.804134796
speE,-3.28683247,-3.299403,-3.323019674,-3.295165878,-3.307268434,-3.309139452
b2491,-4.210059055,-4.229340638,-4.217483266,-4.320869177,-3.943727562,-3.958475838
panD,-3.663237403,-3.710438111,-3.748136807,-3.804929822,-3.793761225,-3.740304665
yi22_,-3.282090476,-3.085189465,-3.264770484,-3.147283003,-3.192993301,-3.191578998
rpsV,-3.413865831,-3.690100927,-3.452646471,-3.470271069,-3.493548963,-3.437031288
prlC,-3.689703632,-3.802120355,-3.669532363,-3.767427994,-3.629425692,-3.640024608
hisA,-3.880024288,-3.75595634,-3.789327392,-3.837324716,-3.788976917,-3.785239594
purB,-3.827488301,-3.907641222,-4.032292633,-4.202614831,-3.892296189,-3.891428964
yafJ,-3.07312409,-2.715175299,-3.171717859,-2.949976771,-2.899416771,-2.888072426
b2539,-3.547516057,-3.53730714,-3.531197648,-3.449413683,-3.535065578,-3.550667299
ispA,-3.799638955,-3.854113199,-3.864020737,-3.944670716,-3.850997467,-3.819981912
dbpA,-3.600248294,-3.548960723,-3.627157688,-3.505124251,-3.658706561,-3.646013167
infC,-2.720698918,-2.533680088,-2.755434884,-2.620205474,-2.681363769,-2.668584953
rpmH,-4.117229225,-3.770817224,-4.156766834,-4.31351312,-4.178886669,-4.160930417
cysM,-3.345140767,-3.307462545,-3.302246087,-3.361240935,-3.403419844,-3.363336305
holE,-4.428644974,-4.398025823,-4.495913804,-4.577801112,-4.422179216,-4.41233483
rpoS,-3.558190992,-3.550164968,-3.604224977,-3.682850062,-3.680459911,-3.680272252
hisS,-3.62337514,-3.60494673,-3.633542971,-3.771160371,-3.736032861,-3.728288484
efp,-4.147184938,-4.168854776,-4.200436239,-4.690487728,-4.101329598,-4.147983994
metC,-3.754146476,-3.885103784,-3.733305739,-3.721585236,-3.498794813,-3.464584125
pyrE,-4.656800056,-4.417075137,-4.587020551,-4.900486881,-4.228637377,-4.195871837
ybdH,-3.387565448,-3.39386506,-3.366709946,-3.332948133,-3.393977297,-3.384934449
speC,-4.552769417,-4.402419235,-4.43303721,-4.699567887,-4.269623412,-4.281439086
alkB,-3.882259583,-3.835461217,-3.88405371,-3.84064306,-3.816635358,-3.790682202
deaD,-3.612664655,-3.797885818,-3.626269139,-3.626877871,-3.425712573,-3.347000978
pcm,-3.709332126,-3.701996766,-3.668734789,-3.709270338,-3.674876183,-3.675190033
fklB,-3.941211915,-4.105112658,-3.923272725,-4.303227203,-3.648918442,-3.615264078
aroB,-4.091984633,-4.26523725,-4.150274506,-4.471051188,-3.928571618,-3.964201473
pyrI,-3.630503624,-3.288641213,-3.688015084,-3.738312084,-3.408215497,-3.371637097
b0689,-3.842678179,-3.868066128,-3.820641169,-3.854655581,-3.934864863,-3.948786952
agaY,-3.976153486,-3.993804514,-3.943681525,-3.955677677,-3.867005233,-3.890527085
ung,-3.874316051,-3.835572624,-3.718926672,-3.944800923,-3.969546885,-3.954228827
rhlB,-3.720256024,-3.86107598,-3.817380108,-4.104487654,-3.790937402,-3.814576026
glnE,-3.995952029,-4.114318378,-4.004656297,-4.407874903,-3.760540818,-3.807967649
lplA,-3.27445825,-3.416906452,-3.124770933,-3.643353493,-3.245318718,-3.209360143
tnaL,-4.436632496,-4.764620398,-4.417042643,-4.69918049,-4.241648007,-4.182480161
fabZ,-4.188371087,-4.255444715,-4.207123617,-4.486123462,-4.280802414,-4.28923737
ybhC,-3.532222917,-3.528312236,-3.190662581,-3.79865422,-3.567583085,-3.571321485
gltF,-3.985821342,-3.933434052,-3.941673321,-3.969579301,-4.024670875,-3.994123317
xerD,-3.504956732,-3.389644427,-3.476632229,-3.602844368,-3.627896474,-3.621183213
mcrD,-4.1913578,-4.194112415,-4.055166286,-4.368069649,-3.93263043,-3.962651516
truB,-3.837613085,-3.945000828,-3.833138259,-4.322514056,-3.865335068,-3.954171683
leuC,-3.198558944,-3.440249009,-3.290562085,-3.731133876,-3.223666354,-3.192254231
bioC,-3.483575796,-3.469468634,-3.495394527,-3.525741697,-3.555903378,-3.562428411
b0626,-4.865306353,-5.099853711,-4.898084848,-5.62749059,-4.349825538,-4.354674178
b2254,-3.701483388,-3.866751588,-3.723347606,-3.812677045,-3.444778811,-3.460235357
yiaY,-3.512226151,-3.585209362,-3.513055575,-3.638985595,-3.463567466,-3.456856085
ykfA,-3.991530348,-3.859419457,-3.97507711,-4.02234681,-4.040957438,-4.008799711
b0510,-4.240210337,-4.405712674,-4.272011588,-4.271980988,-4.113876446,-4.090770591
b0816,-4.137024467,-4.153307023,-4.183882859,-4.195702025,-4.244275011,-4.29534382
yceH,-3.791966155,-3.721817154,-3.841236727,-3.927938739,-3.867364886,-3.903275318
gshA,-3.652083584,-3.683587994,-3.635421097,-3.729101782,-3.701046724,-3.650110044
b1309,-3.483076135,-3.456863713,-3.446001403,-3.483846147,-3.542847493,-3.566262038
b2869,-3.59605191,-3.527229205,-3.592349377,-3.578129353,-3.631197068,-3.667025545
cspE,-4.431706565,-4.551295297,-4.403407147,-4.900639217,-4.660829669,-4.68052429
b0280,-4.103006002,-4.07680333,-4.148971545,-4.093819522,-4.248853895,-4.193490445
b0542,-4.333797864,-4.212125176,-4.357396092,-4.356804584,-4.331430961,-4.416753173
b0835,-3.399067689,-3.316196185,-3.391624392,-3.344606037,-3.476113629,-3.473788941
b1105,-3.896815723,-3.860479094,-3.872277755,-4.013790854,-3.987275154,-4.012538773
cysG,-4.386959272,-4.479243016,-4.306861233,-4.773237338,-3.955418678,-3.994248227
b1385,-4.031018888,-3.951837239,-3.967750509,-4.086887725,-3.947206768,-4.020392513
b2887,-3.434167922,-3.396984448,-3.408479394,-3.343791197,-3.42223946,-3.464200058
cspC,-4.232112322,-4.410591979,-4.386183184,-4.931357331,-4.703244296,-4.672774855
yagY,-4.345526375,-4.330644621,-4.342095034,-4.355543061,-4.2301403,-4.255362367
b0551,-4.234936122,-4.156738998,-4.198303073,-4.158738746,-4.228720306,-4.250707154
b0858,-4.087023474,-4.074616708,-4.063334168,-4.086769882,-4.085944801,-4.084562531
b1116,-3.973968817,-3.609366874,-4.045079354,-4.075829555,-3.859142022,-3.858701806
hemX,-3.692432913,-3.693343544,-3.678311733,-3.855539631,-3.601604421,-3.601479496
b1449,-4.207420534,-4.105906395,-4.19627879,-4.268512216,-3.89738441,-3.911604498
b2974,-3.970381674,-4.082495209,-3.960197255,-4.032632692,-3.765668551,-3.815978408
ppdB,-4.058896396,-4.05189474,-4.131554986,-4.087856084,-4.025251428,-4.063675966
ykgF,-3.82843843,-3.901084774,-3.686672401,-4.116777159,-3.687042136,-3.771398009
b0563,-4.540702043,-4.362343203,-4.54635944,-4.485555691,-4.598054209,-4.654592662
b0906,-3.726745403,-3.70270593,-3.718623822,-3.779151872,-3.752351546,-3.733017211
b1135,-4.04009453,-4.037837888,-3.917469501,-4.067197946,-4.052108286,-4.094949785
coaA,-3.944848188,-3.855284277,-3.983214562,-4.138810062,-3.872896619,-3.975857718
ydfG,-4.632369852,-4.667126133,-4.596743306,-5.160630895,-4.359641737,-4.423561924
ygiC,-3.837689335,-3.821567851,-3.848009288,-3.974142131,-3.831391215,-3.848633506
yaaA,-3.924279034,-4.01824076,-3.788856521,-4.01187851,-3.784958649,-3.799879418
b0322,-4.039029425,-4.087213191,-3.911161673,-4.125965993,-3.872585781,-3.778546042
b0601,-3.718917715,-3.661928859,-3.656729848,-3.838682581,-3.727420672,-3.700116015
mukE,-3.55230251,-3.564723884,-3.511257248,-3.706129175,-3.658901279,-3.664743468
b1147,-4.325881088,-4.27833251,-4.282782773,-4.295812688,-4.415916383,-4.447609388
ubiA,-3.650498697,-3.682201515,-3.680488483,-3.612958593,-3.6224363,-3.589287233
b1781,-4.108717055,-4.214390805,-4.232900791,-4.461481919,-3.938455216,-3.837843593
yhaG,-3.889601567,-3.8845544,-3.899090134,-3.90809762,-3.786780554,-3.734356682
apaG,-4.130975278,-4.381595684,-4.285292987,-4.606377421,-3.920292589,-3.93283724
yaeI,-3.787849063,-3.891172028,-3.755880701,-4.009081354,-3.872076043,-3.90420206
yajC,-3.836182437,-3.834700265,-3.879420672,-4.074900325,-3.956034399,-4.008134612
ybfH,-3.463638879,-3.391435415,-3.489290808,-3.525193371,-3.607764014,-3.616653687
b1012,-3.806867852,-3.785008124,-3.614583346,-3.865454761,-3.943583294,-3.940722131
b0358,-4.109790915,-4.139637734,-4.071941362,-4.102741555,-3.896297775,-3.897412414
ybeI,-4.160355415,-4.06564014,-4.155950279,-4.142958975,-4.025094386,-4.05820402
b0948,-4.313141428,-4.283710301,-4.326888531,-4.662574041,-4.158555171,-4.214186319
b1155,-3.62376082,-3.068535722,-3.546594228,-3.578593579,-3.518449214,-3.520771094
b0324,-3.494327594,-3.516708429,-3.486344524,-3.495967973,-3.647480189,-3.646637248
b2047,-4.900225376,-4.99649477,-4.720171818,-5.233579023,-4.201258403,-4.211504237
yhdG,-3.893655089,-3.877960149,-3.951184586,-4.008574697,-3.941389745,-3.962533005
yacA,-3.46538002,-3.496171719,-3.487721136,-3.574738447,-3.415586061,-3.374289195
b0373,-4.424595125,-4.462164746,-4.317038378,-4.328838619,-4.322917333,-4.365209643
b0644,-3.455211359,-3.390268609,-3.421124697,-3.309547543,-3.44706845,-3.437162035
b0966,-4.100382164,-4.080447673,-4.185635131,-4.169190823,-4.124099248,-4.126776379
b1167,-4.951644261,-5.119571532,-5.10027036,-4.964506246,-4.838625372,-4.973518943
b0496,-4.209679705,-4.244478546,-4.067119042,-4.219404999,-3.724545433,-3.697976331
yohF,-4.432730297,-4.284803638,-4.338254814,-4.386750591,-4.195227889,-4.210193953
yrfG,-3.416989435,-3.212910794,-3.400164026,-3.216144781,-3.159179293,-3.124719033
yadH,-3.814164527,-3.79171149,-3.754137063,-3.756546944,-3.764540273,-3.725207617
yaiI,-4.088035487,-3.898167581,-3.838303255,-3.980887159,-4.196350818,-4.18850783
b0667,-3.643814327,-3.491396017,-3.463654594,-3.383795665,-3.624597842,-3.604322418
b0992,-4.247128059,-4.151793462,-4.172992264,-4.12448813,-4.072270565,-4.051022288
b1179,-4.24284156,-4.106978853,-4.095448772,-4.086851486,-4.314288968,-4.272958575
moeA,-3.221844803,-2.749232223,-3.235801123,-3.44022186,-2.955713365,-2.902616801
b0824,-4.321553085,-4.40069641,-4.261101088,-4.759922325,-4.101603513,-4.096557239
b2324,-3.250666985,-3.223456386,-3.21189041,-3.523748374,-3.319532161,-3.350067324
yifJ,-3.527384429,-3.385304633,-3.479572174,-3.841853422,-3.402314709,-3.345498611
yaeJ,-3.926564771,-3.96405385,-3.783135979,-4.079010749,-3.909139829,-3.803524096
b0426,-4.202199874,-4.147179885,-4.186558205,-4.247267023,-4.204647853,-4.220705347
b0716,-3.951722349,-3.898472736,-3.937454635,-3.876034692,-4.001293166,-4.029892562
b1024,-4.37387761,-4.416664047,-4.342231104,-4.341898698,-4.054489032,-4.152700902
btuR,-4.111682612,-4.169577469,-4.003847123,-4.569292412,-4.11947463,-4.12575744
b0877,-3.911255272,-4.146859584,-3.954399714,-4.36881146,-3.897206408,-3.926586146
b2429,-4.008365518,-3.969974763,-3.95072454,-4.062831605,-3.917034514,-3.937799447
yihU,-4.028314927,-4.056892995,-4.045504398,-4.022223673,-3.875949739,-3.922010715
yafK,-3.413319556,-3.025008646,-3.483981256,-3.67257429,-3.226637112,-3.199653098
b0457,-3.870732757,-3.815440844,-3.864228248,-3.914862572,-3.866088627,-3.856110318
b0771,-4.45916866,-4.598711359,-4.445735836,-4.808306521,-3.986815485,-4.014098562
b1036,-3.982535795,-3.982205424,-3.962057044,-4.091293593,-4.015933205,-4.049097153
cobS,-3.702489699,-3.705555233,-3.683334937,-3.729335896,-3.625758064,-3.586545028
b1033,-4.423982757,-4.681972144,-4.496925092,-5.074183302,-4.28848351,-4.328310843
b2542,-4.09714938,-4.096728339,-4.05223732,-4.01772056,-3.935044276,-3.933738504
ytfL,-3.764925906,-3.705484971,-3.730051114,-3.808590326,-3.793129058,-3.838510108
b0235,-4.45479976,-4.511510623,-4.413177276,-4.589254141,-4.31355875,-4.279403354
b0488,-4.230777266,-4.168839196,-4.248118397,-4.177936421,-4.2445152,-4.211884719
ybiH,-4.066017726,-3.971626045,-4.057977943,-3.971811067,-4.037724393,-4.059311451
yceE,-3.876498314,-3.776800398,-3.846092392,-3.776865595,-3.939535697,-3.885989756
menF,-3.736660707,-3.738540221,-3.757510304,-3.794322446,-3.840222936,-3.846717926
b1199,-4.09171237,-3.991090165,-3.851683789,-4.264767449,-4.119779275,-4.137006126
ygbD,-3.828528717,-3.788423656,-3.773431468,-3.778981585,-3.77513303,-3.785651898
yjhR,-3.821045097,-3.846666684,-3.763523703,-3.887386305,-3.730351406,-3.799156596
tus,-3.708397904,-3.711966963,-3.772612131,-3.704362947,-3.754909359,-3.760578636
baeR,-3.685035482,-3.689533244,-3.734254979,-3.739501931,-3.680222907,-3.659548637
rplY,-4.050403505,-4.198943449,-4.291904343,-4.844412724,-4.186790386,-4.208282257
tufB,-2.651501426,-2.83038154,-2.966318667,-3.724165553,-3.055932747,-2.935523941
ilvD,-3.447639781,-3.535255538,-3.49994239,-4.139806008,-3.597378363,-3.647387157
fabG,-3.56913465,-3.683645107,-3.558226235,-4.574216265,-3.728663719,-3.619283581
goaG,-4.015015073,-3.942488909,-3.975068901,-4.007771409,-3.921480437,-3.926611763
glmS,-3.33797181,-3.339716493,-3.375845222,-3.540669553,-3.401979057,-3.409729409
dam,-3.626503029,-3.645023971,-3.665822391,-3.725365524,-3.670810053,-3.668181783
rpsB,-3.270632923,-3.3814426,-3.365641538,-3.640944488,-3.562953115,-3.540916006
hhoB,-3.400418539,-3.321556601,-3.399693839,-3.501853173,-3.367317449,-3.339361611
proB,-4.139270882,-4.041554846,-4.036420323,-4.768463103,-4.201880234,-4.260055773
glnL,-4.422530251,-4.448222368,-4.592694897,-4.815946665,-4.281402352,-4.259213872
b1397,-4.054672929,-4.248667324,-4.160892284,-4.469902689,-4.357308281,-4.321573309
ppsA,-3.60695333,-3.555448127,-3.591866361,-4.004645204,-3.684782611,-3.715906079
pldA,-3.679328005,-3.616801802,-3.697373203,-3.742696635,-3.680775472,-3.690268226
recF,-3.559168989,-3.532826915,-3.587984399,-3.604242946,-3.506560887,-3.56246479
tgt,-3.338216158,-3.258104295,-3.377760482,-3.427280393,-3.381508278,-3.385830657
rpmJ,-3.898065642,-3.799929076,-3.967819182,-4.411975309,-4.104916413,-4.148588469
aroG,-3.373756177,-3.75815396,-3.63805661,-4.354109317,-3.809550905,-3.732224551
argH,-3.798552075,-3.703938581,-3.763927512,-3.918194257,-3.806546246,-3.800816573
fabB,-3.256443203,-3.273454177,-3.330421738,-3.432890686,-3.316614986,-3.322348591
rfbA,-3.479828267,-3.552813251,-3.548594738,-3.505984463,-3.581763655,-3.55867428
iclR,-3.391218466,-3.460235925,-3.379005354,-3.513129958,-3.442335895,-3.375990856
xerC,-3.528214145,-3.509057191,-3.583484884,-3.670833128,-3.48451592,-3.491439187
leuS,-3.973327544,-4.01229021,-4.091423363,-4.438785048,-3.992182829,-4.028127502
rplE,-3.377813379,-3.545757656,-3.525423284,-4.049610521,-3.580899901,-3.634265752
dadX,-4.326524665,-4.38072279,-4.253657749,-4.742235234,-4.123831718,-4.13771151
cadC,-4.487288309,-4.582309237,-4.4536047,-4.506934657,-4.003986596,-4.126251818
plsC,-2.984906909,-3.081222118,-3.095416722,-2.971556535,-3.053761304,-2.92714049
yeiG,-4.324334828,-4.449515109,-4.324320959,-4.322498261,-4.306567174,-4.329862668
phnI,-3.583940558,-3.548389364,-2.991596425,-3.835592088,-3.229754469,-3.244187154
ssb,-3.717804695,-3.586629382,-3.717094777,-3.7895762,-3.671904716,-3.717173821
aat,-3.503028366,-3.48589793,-3.502481619,-3.543842857,-3.4454848,-3.482493604
rpsS,-3.301039997,-3.234529482,-3.357130293,-4.287117482,-3.669793771,-3.702512124
tynA,-3.297250662,-3.397235767,-3.233840691,-4.015791735,-3.291197377,-3.476736261
